,Area,Element,Unit,Year,Value
3117,Portugal,Area harvested,ha,1973,660.0
3118,Portugal,Area harvested,ha,1974,670.0
3119,Portugal,Area harvested,ha,1975,670.0
3120,Portugal,Area harvested,ha,1976,670.0
3121,Portugal,Area harvested,ha,1977,670.0
3122,Portugal,Area harvested,ha,1978,670.0
3123,Portugal,Area harvested,ha,1979,670.0
3124,Portugal,Area harvested,ha,1980,670.0
3125,Portugal,Area harvested,ha,1981,670.0
3126,Portugal,Area harvested,ha,1982,700.0
3127,Portugal,Area harvested,ha,1983,700.0
3128,Portugal,Area harvested,ha,1984,700.0
3129,Portugal,Area harvested,ha,1985,700.0
3130,Portugal,Area harvested,ha,1986,700.0
3131,Portugal,Area harvested,ha,1987,800.0
3132,Portugal,Area harvested,ha,1988,800.0
3133,Portugal,Area harvested,ha,1989,800.0
3134,Portugal,Area harvested,ha,1990,800.0
3135,Portugal,Area harvested,ha,1991,800.0
3136,Portugal,Area harvested,ha,1992,800.0
3137,Portugal,Area harvested,ha,1993,800.0
3138,Portugal,Area harvested,ha,1994,800.0
3139,Portugal,Area harvested,ha,1995,1200.0
3140,Portugal,Area harvested,ha,1996,1400.0
3141,Portugal,Area harvested,ha,1997,1400.0
3142,Portugal,Area harvested,ha,1998,1510.0
3143,Portugal,Area harvested,ha,1999,1500.0
3144,Portugal,Area harvested,ha,2000,1745.0
3145,Portugal,Area harvested,ha,2001,2460.0
3146,Portugal,Area harvested,ha,2002,2441.0
3147,Portugal,Area harvested,ha,2003,2461.0
3148,Portugal,Area harvested,ha,2004,2239.0
3149,Portugal,Area harvested,ha,2005,2227.0
3150,Portugal,Area harvested,ha,2006,1600.0
3151,Portugal,Area harvested,ha,2007,425.0
3152,Portugal,Area harvested,ha,2008,430.0
3153,Portugal,Area harvested,ha,2009,400.0
3154,Portugal,Area harvested,ha,2010,470.0
3155,Portugal,Area harvested,ha,2011,543.0
3156,Portugal,Area harvested,ha,2012,474.0
3157,Portugal,Area harvested,ha,2013,437.0
3158,Portugal,Area harvested,ha,2014,575.0
3159,Portugal,Area harvested,ha,2015,321.0
3160,Portugal,Area harvested,ha,2016,394.0
3161,Portugal,Area harvested,ha,2017,314.0
3162,Portugal,Area harvested,ha,2018,320.0
3163,Portugal,Area harvested,ha,2019,320.0
3164,Portugal,Yield,hg/ha,1961,16500.0
3165,Portugal,Yield,hg/ha,1962,16579.0
3166,Portugal,Yield,hg/ha,1963,19250.0
3167,Portugal,Yield,hg/ha,1964,25750.0
3168,Portugal,Yield,hg/ha,1965,25000.0
3169,Portugal,Yield,hg/ha,1966,27500.0
3170,Portugal,Yield,hg/ha,1967,30000.0
3171,Portugal,Yield,hg/ha,1968,33750.0
3172,Portugal,Yield,hg/ha,1969,32708.0
3173,Portugal,Yield,hg/ha,1970,27091.0
3174,Portugal,Yield,hg/ha,1971,35846.0
3175,Portugal,Yield,hg/ha,1972,33134.0
3176,Portugal,Yield,hg/ha,1973,32727.0
3177,Portugal,Yield,hg/ha,1974,33881.0
3178,Portugal,Yield,hg/ha,1975,35821.0
3179,Portugal,Yield,hg/ha,1976,36567.0
3180,Portugal,Yield,hg/ha,1977,32836.0
3181,Portugal,Yield,hg/ha,1978,34328.0
3182,Portugal,Yield,hg/ha,1979,35821.0
3183,Portugal,Yield,hg/ha,1980,34328.0
3184,Portugal,Yield,hg/ha,1981,35821.0
3185,Portugal,Yield,hg/ha,1982,28571.0
3186,Portugal,Yield,hg/ha,1983,28571.0
3187,Portugal,Yield,hg/ha,1984,28571.0
3188,Portugal,Yield,hg/ha,1985,25714.0
3189,Portugal,Yield,hg/ha,1986,28571.0
3190,Portugal,Yield,hg/ha,1987,30000.0
3191,Portugal,Yield,hg/ha,1988,31250.0
3192,Portugal,Yield,hg/ha,1989,31250.0
3193,Portugal,Yield,hg/ha,1990,31250.0
3194,Portugal,Yield,hg/ha,1991,31250.0
3195,Portugal,Yield,hg/ha,1992,31250.0
3196,Portugal,Yield,hg/ha,1993,31250.0
3197,Portugal,Yield,hg/ha,1994,31250.0
3198,Portugal,Yield,hg/ha,1995,30492.0
3199,Portugal,Yield,hg/ha,1996,28914.0
3200,Portugal,Yield,hg/ha,1997,27014.0
3201,Portugal,Yield,hg/ha,1998,26815.0
3202,Portugal,Yield,hg/ha,1999,26620.0
3203,Portugal,Yield,hg/ha,2000,22499.0
3204,Portugal,Yield,hg/ha,2001,13935.0
3205,Portugal,Yield,hg/ha,2002,13523.0
3206,Portugal,Yield,hg/ha,2003,13113.0
3207,Portugal,Yield,hg/ha,2004,13153.0
3208,Portugal,Yield,hg/ha,2005,13193.0
3209,Portugal,Yield,hg/ha,2006,16563.0
3210,Portugal,Yield,hg/ha,2007,61176.0
3211,Portugal,Yield,hg/ha,2008,88372.0
3212,Portugal,Yield,hg/ha,2009,137500.0
3213,Portugal,Yield,hg/ha,2010,179894.0
3214,Portugal,Yield,hg/ha,2011,233020.0
3215,Portugal,Yield,hg/ha,2012,302827.0
3216,Portugal,Yield,hg/ha,2013,293844.0
3217,Portugal,Yield,hg/ha,2014,257583.0
3218,Portugal,Yield,hg/ha,2015,300903.0
3219,Portugal,Yield,hg/ha,2016,272919.0
3220,Portugal,Yield,hg/ha,2017,297675.0
3221,Portugal,Yield,hg/ha,2018,332188.0
3222,Portugal,Yield,hg/ha,2019,332188.0
3223,Portugal,Production,tonnes,1961,660.0
3224,Portugal,Production,tonnes,1962,630.0
3225,Portugal,Production,tonnes,1963,770.0
3226,Portugal,Production,tonnes,1964,1030.0
3227,Portugal,Production,tonnes,1965,1000.0
3228,Portugal,Production,tonnes,1966,1100.0
3229,Portugal,Production,tonnes,1967,1200.0
3230,Portugal,Production,tonnes,1968,1350.0
3231,Portugal,Production,tonnes,1969,1570.0
3232,Portugal,Production,tonnes,1970,1490.0
3233,Portugal,Production,tonnes,1971,2330.0
3234,Portugal,Production,tonnes,1972,2220.0
3235,Portugal,Production,tonnes,1973,2160.0
3236,Portugal,Production,tonnes,1974,2270.0
3237,Portugal,Production,tonnes,1975,2400.0
3238,Portugal,Production,tonnes,1976,2450.0
3239,Portugal,Production,tonnes,1977,2200.0
3240,Portugal,Production,tonnes,1978,2300.0
3241,Portugal,Production,tonnes,1979,2400.0
3242,Portugal,Production,tonnes,1980,2300.0
3243,Portugal,Production,tonnes,1981,2400.0
3244,Portugal,Production,tonnes,1982,2000.0
3245,Portugal,Production,tonnes,1983,2000.0
3246,Portugal,Production,tonnes,1984,2000.0
3247,Portugal,Production,tonnes,1985,1800.0
3248,Portugal,Production,tonnes,1986,2000.0
3249,Portugal,Production,tonnes,1987,2400.0
3250,Portugal,Production,tonnes,1988,2500.0
3251,Portugal,Production,tonnes,1989,2500.0
3252,Portugal,Production,tonnes,1990,2500.0
3253,Portugal,Production,tonnes,1991,2500.0
3254,Portugal,Production,tonnes,1992,2500.0
3255,Portugal,Production,tonnes,1993,2500.0
3256,Portugal,Production,tonnes,1994,2500.0
3257,Portugal,Production,tonnes,1995,3659.0
3258,Portugal,Production,tonnes,1996,4048.0
3259,Portugal,Production,tonnes,1997,3782.0
3260,Portugal,Production,tonnes,1998,4049.0
3261,Portugal,Production,tonnes,1999,3993.0
3262,Portugal,Production,tonnes,2000,3926.0
3263,Portugal,Production,tonnes,2001,3428.0
3264,Portugal,Production,tonnes,2002,3301.0
3265,Portugal,Production,tonnes,2003,3227.0
3266,Portugal,Production,tonnes,2004,2945.0
3267,Portugal,Production,tonnes,2005,2938.0
3268,Portugal,Production,tonnes,2006,2650.0
3269,Portugal,Production,tonnes,2007,2600.0
3270,Portugal,Production,tonnes,2008,3800.0
3271,Portugal,Production,tonnes,2009,5500.0
3272,Portugal,Production,tonnes,2010,8455.0
3273,Portugal,Production,tonnes,2011,12653.0
3274,Portugal,Production,tonnes,2012,14354.0
3275,Portugal,Production,tonnes,2013,12841.0
3276,Portugal,Production,tonnes,2014,14811.0
3277,Portugal,Production,tonnes,2015,9659.0
3278,Portugal,Production,tonnes,2016,10753.0
3279,Portugal,Production,tonnes,2017,9347.0
3280,Portugal,Production,tonnes,2018,10630.0
3281,Portugal,Production,tonnes,2019,10630.0
3282,Republic of Moldova,Area harvested,ha,1992,250.0
3283,Republic of Moldova,Area harvested,ha,1993,600.0
3284,Republic of Moldova,Area harvested,ha,1994,400.0
3285,Republic of Moldova,Area harvested,ha,1995,400.0
3286,Republic of Moldova,Area harvested,ha,1996,500.0
3287,Republic of Moldova,Area harvested,ha,1997,500.0
3288,Republic of Moldova,Area harvested,ha,1998,500.0
3289,Republic of Moldova,Area harvested,ha,1999,300.0
3290,Republic of Moldova,Area harvested,ha,2000,250.0
3291,Republic of Moldova,Area harvested,ha,2001,299.0
3292,Republic of Moldova,Area harvested,ha,2002,353.0
3293,Republic of Moldova,Area harvested,ha,2003,395.0
3294,Republic of Moldova,Area harvested,ha,2004,255.0
3295,Republic of Moldova,Area harvested,ha,2005,299.0
3296,Republic of Moldova,Area harvested,ha,2006,270.0
3297,Republic of Moldova,Area harvested,ha,2007,251.0
3298,Republic of Moldova,Area harvested,ha,2008,256.0
3299,Republic of Moldova,Area harvested,ha,2009,372.0
3300,Republic of Moldova,Area harvested,ha,2010,389.0
3301,Republic of Moldova,Area harvested,ha,2011,390.0
3302,Republic of Moldova,Area harvested,ha,2012,247.0
3303,Republic of Moldova,Area harvested,ha,2013,261.0
3304,Republic of Moldova,Area harvested,ha,2014,1390.0
3305,Republic of Moldova,Area harvested,ha,2015,1488.0
3306,Republic of Moldova,Area harvested,ha,2016,1504.0
3307,Republic of Moldova,Area harvested,ha,2017,1736.0
3308,Republic of Moldova,Area harvested,ha,2018,1822.0
3309,Republic of Moldova,Area harvested,ha,2019,1810.0
3310,Republic of Moldova,Yield,hg/ha,1992,20000.0
3311,Republic of Moldova,Yield,hg/ha,1993,25000.0
3312,Republic of Moldova,Yield,hg/ha,1994,12500.0
3313,Republic of Moldova,Yield,hg/ha,1995,11050.0
3314,Republic of Moldova,Yield,hg/ha,1996,12000.0
3315,Republic of Moldova,Yield,hg/ha,1997,20000.0
3316,Republic of Moldova,Yield,hg/ha,1998,20000.0
3317,Republic of Moldova,Yield,hg/ha,1999,13333.0
3318,Republic of Moldova,Yield,hg/ha,2000,28000.0
3319,Republic of Moldova,Yield,hg/ha,2001,87324.0
3320,Republic of Moldova,Yield,hg/ha,2002,84249.0
3321,Republic of Moldova,Yield,hg/ha,2003,38532.0
3322,Republic of Moldova,Yield,hg/ha,2004,67961.0
3323,Republic of Moldova,Yield,hg/ha,2005,37391.0
3324,Republic of Moldova,Yield,hg/ha,2006,40222.0
3325,Republic of Moldova,Yield,hg/ha,2007,19841.0
3326,Republic of Moldova,Yield,hg/ha,2008,29570.0
3327,Republic of Moldova,Yield,hg/ha,2009,45000.0
3328,Republic of Moldova,Yield,hg/ha,2010,25373.0
3329,Republic of Moldova,Yield,hg/ha,2011,19795.0
3330,Republic of Moldova,Yield,hg/ha,2012,21053.0
3331,Republic of Moldova,Yield,hg/ha,2013,22797.0
3332,Republic of Moldova,Yield,hg/ha,2014,26978.0
3333,Republic of Moldova,Yield,hg/ha,2015,21606.0
3334,Republic of Moldova,Yield,hg/ha,2016,51350.0
3335,Republic of Moldova,Yield,hg/ha,2017,52408.0
3336,Republic of Moldova,Yield,hg/ha,2018,55357.0
3337,Republic of Moldova,Yield,hg/ha,2019,59116.0
3338,Republic of Moldova,Production,tonnes,1992,500.0
3339,Republic of Moldova,Production,tonnes,1993,1500.0
3340,Republic of Moldova,Production,tonnes,1994,500.0
3341,Republic of Moldova,Production,tonnes,1995,442.0
3342,Republic of Moldova,Production,tonnes,1996,600.0
3343,Republic of Moldova,Production,tonnes,1997,1000.0
3344,Republic of Moldova,Production,tonnes,1998,1000.0
3345,Republic of Moldova,Production,tonnes,1999,400.0
3346,Republic of Moldova,Production,tonnes,2000,700.0
3347,Republic of Moldova,Production,tonnes,2001,2611.0
3348,Republic of Moldova,Production,tonnes,2002,2974.0
3349,Republic of Moldova,Production,tonnes,2003,1522.0
3350,Republic of Moldova,Production,tonnes,2004,1733.0
3351,Republic of Moldova,Production,tonnes,2005,1118.0
3352,Republic of Moldova,Production,tonnes,2006,1086.0
3353,Republic of Moldova,Production,tonnes,2007,498.0
3354,Republic of Moldova,Production,tonnes,2008,757.0
3355,Republic of Moldova,Production,tonnes,2009,1674.0
3356,Republic of Moldova,Production,tonnes,2010,987.0
3357,Republic of Moldova,Production,tonnes,2011,772.0
3358,Republic of Moldova,Production,tonnes,2012,520.0
3359,Republic of Moldova,Production,tonnes,2013,595.0
3360,Republic of Moldova,Production,tonnes,2014,3750.0
3361,Republic of Moldova,Production,tonnes,2015,3215.0
3362,Republic of Moldova,Production,tonnes,2016,7723.0
3363,Republic of Moldova,Production,tonnes,2017,9098.0
3364,Republic of Moldova,Production,tonnes,2018,10086.0
3365,Republic of Moldova,Production,tonnes,2019,10700.0
3366,Romania,Area harvested,ha,1985,5600.0
3367,Romania,Area harvested,ha,1986,5600.0
3368,Romania,Area harvested,ha,1987,5600.0
3369,Romania,Area harvested,ha,1988,5600.0
3370,Romania,Area harvested,ha,1989,5600.0
3371,Romania,Area harvested,ha,1990,4500.0
3372,Romania,Area harvested,ha,1991,3477.0
3373,Romania,Area harvested,ha,1992,2073.0
3374,Romania,Area harvested,ha,1993,1836.0
3375,Romania,Area harvested,ha,1994,1587.0
3376,Romania,Area harvested,ha,1995,1318.0
3377,Romania,Area harvested,ha,1996,1416.0
3378,Romania,Area harvested,ha,1997,1363.0
3379,Romania,Area harvested,ha,1998,1404.0
3380,Romania,Area harvested,ha,1999,1589.0
3381,Romania,Area harvested,ha,2000,1626.0
3382,Romania,Area harvested,ha,2001,1765.0
3383,Romania,Area harvested,ha,2002,1842.0
3384,Romania,Area harvested,ha,2003,1902.0
3385,Romania,Area harvested,ha,2004,1554.0
3386,Romania,Area harvested,ha,2005,2167.0
3387,Romania,Area harvested,ha,2006,2397.0
3388,Romania,Area harvested,ha,2007,2826.0
3389,Romania,Area harvested,ha,2008,2591.0
3390,Romania,Area harvested,ha,2009,2507.0
3391,Romania,Area harvested,ha,2010,2664.0
3392,Romania,Area harvested,ha,2011,2662.0
3393,Romania,Area harvested,ha,2012,2333.0
3394,Romania,Area harvested,ha,2013,2376.0
3395,Romania,Area harvested,ha,2014,2422.0
3396,Romania,Area harvested,ha,2015,2583.0
3397,Romania,Area harvested,ha,2016,2724.0
3398,Romania,Area harvested,ha,2017,3272.0
3399,Romania,Area harvested,ha,2018,3270.0
3400,Romania,Area harvested,ha,2019,3300.0
3401,Romania,Yield,hg/ha,1985,51938.0
3402,Romania,Yield,hg/ha,1986,54821.0
3403,Romania,Yield,hg/ha,1987,57321.0
3404,Romania,Yield,hg/ha,1988,69643.0
3405,Romania,Yield,hg/ha,1989,57143.0
3406,Romania,Yield,hg/ha,1990,40444.0
3407,Romania,Yield,hg/ha,1991,39767.0
3408,Romania,Yield,hg/ha,1992,61626.0
3409,Romania,Yield,hg/ha,1993,39608.0
3410,Romania,Yield,hg/ha,1994,77669.0
3411,Romania,Yield,hg/ha,1995,96639.0
3412,Romania,Yield,hg/ha,1996,82874.0
3413,Romania,Yield,hg/ha,1997,99039.0
3414,Romania,Yield,hg/ha,1998,83761.0
3415,Romania,Yield,hg/ha,1999,92284.0
3416,Romania,Yield,hg/ha,2000,71710.0
3417,Romania,Yield,hg/ha,2001,104164.0
3418,Romania,Yield,hg/ha,2002,91764.0
3419,Romania,Yield,hg/ha,2003,78433.0
3420,Romania,Yield,hg/ha,2004,93520.0
3421,Romania,Yield,hg/ha,2005,83793.0
3422,Romania,Yield,hg/ha,2006,90163.0
3423,Romania,Yield,hg/ha,2007,58372.0
3424,Romania,Yield,hg/ha,2008,81949.0
3425,Romania,Yield,hg/ha,2009,87631.0
3426,Romania,Yield,hg/ha,2010,80458.0
3427,Romania,Yield,hg/ha,2011,71033.0
3428,Romania,Yield,hg/ha,2012,67724.0
3429,Romania,Yield,hg/ha,2013,97601.0
3430,Romania,Yield,hg/ha,2014,90566.0
3431,Romania,Yield,hg/ha,2015,83573.0
3432,Romania,Yield,hg/ha,2016,84435.0
3433,Romania,Yield,hg/ha,2017,82671.0
3434,Romania,Yield,hg/ha,2018,79755.0
3435,Romania,Yield,hg/ha,2019,68545.0
3436,Romania,Production,tonnes,1961,18700.0
3437,Romania,Production,tonnes,1962,13600.0
3438,Romania,Production,tonnes,1963,20000.0
3439,Romania,Production,tonnes,1964,12500.0
3440,Romania,Production,tonnes,1965,21800.0
3441,Romania,Production,tonnes,1966,27700.0
3442,Romania,Production,tonnes,1967,24200.0
3443,Romania,Production,tonnes,1968,21200.0
3444,Romania,Production,tonnes,1969,33400.0
3445,Romania,Production,tonnes,1970,31500.0
3446,Romania,Production,tonnes,1971,22100.0
3447,Romania,Production,tonnes,1972,28900.0
3448,Romania,Production,tonnes,1973,22300.0
3449,Romania,Production,tonnes,1974,24000.0
3450,Romania,Production,tonnes,1975,23000.0
3451,Romania,Production,tonnes,1976,29200.0
3452,Romania,Production,tonnes,1977,29705.0
3453,Romania,Production,tonnes,1978,28374.0
3454,Romania,Production,tonnes,1979,27969.0
3455,Romania,Production,tonnes,1980,33574.0
3456,Romania,Production,tonnes,1981,31579.0
3457,Romania,Production,tonnes,1982,30376.0
3458,Romania,Production,tonnes,1983,24378.0
3459,Romania,Production,tonnes,1984,26174.0
3460,Romania,Production,tonnes,1985,29085.0
3461,Romania,Production,tonnes,1986,30700.0
3462,Romania,Production,tonnes,1987,32100.0
3463,Romania,Production,tonnes,1988,39000.0
3464,Romania,Production,tonnes,1989,32000.0
3465,Romania,Production,tonnes,1990,18200.0
3466,Romania,Production,tonnes,1991,13827.0
3467,Romania,Production,tonnes,1992,12775.0
3468,Romania,Production,tonnes,1993,7272.0
3469,Romania,Production,tonnes,1994,12326.0
3470,Romania,Production,tonnes,1995,12737.0
3471,Romania,Production,tonnes,1996,11735.0
3472,Romania,Production,tonnes,1997,13499.0
3473,Romania,Production,tonnes,1998,11760.0
3474,Romania,Production,tonnes,1999,14664.0
3475,Romania,Production,tonnes,2000,11660.0
3476,Romania,Production,tonnes,2001,18385.0
3477,Romania,Production,tonnes,2002,16903.0
3478,Romania,Production,tonnes,2003,14918.0
3479,Romania,Production,tonnes,2004,14533.0
3480,Romania,Production,tonnes,2005,18158.0
3481,Romania,Production,tonnes,2006,21612.0
3482,Romania,Production,tonnes,2007,16496.0
3483,Romania,Production,tonnes,2008,21233.0
3484,Romania,Production,tonnes,2009,21969.0
3485,Romania,Production,tonnes,2010,21434.0
3486,Romania,Production,tonnes,2011,18909.0
3487,Romania,Production,tonnes,2012,15800.0
3488,Romania,Production,tonnes,2013,23190.0
3489,Romania,Production,tonnes,2014,21935.0
3490,Romania,Production,tonnes,2015,21587.0
3491,Romania,Production,tonnes,2016,23000.0
3492,Romania,Production,tonnes,2017,27050.0
3493,Romania,Production,tonnes,2018,26080.0
3494,Romania,Production,tonnes,2019,22620.0
3495,Russian Federation,Area harvested,ha,1992,7900.0
3496,Russian Federation,Area harvested,ha,1993,9000.0
3497,Russian Federation,Area harvested,ha,1994,9100.0
3498,Russian Federation,Area harvested,ha,1995,9200.0
3499,Russian Federation,Area harvested,ha,1996,9500.0
3500,Russian Federation,Area harvested,ha,1997,9500.0
3501,Russian Federation,Area harvested,ha,1998,9800.0
3502,Russian Federation,Area harvested,ha,1999,15000.0
3503,Russian Federation,Area harvested,ha,2000,22000.0
3504,Russian Federation,Area harvested,ha,2001,27000.0
3505,Russian Federation,Area harvested,ha,2002,33200.0
3506,Russian Federation,Area harvested,ha,2003,33400.0
3507,Russian Federation,Area harvested,ha,2004,33000.0
3508,Russian Federation,Area harvested,ha,2005,35200.0
3509,Russian Federation,Area harvested,ha,2006,34200.0
3510,Russian Federation,Area harvested,ha,2007,33800.0
3511,Russian Federation,Area harvested,ha,2008,26300.0
3512,Russian Federation,Area harvested,ha,2009,26000.0
3513,Russian Federation,Area harvested,ha,2010,26000.0
3514,Russian Federation,Area harvested,ha,2011,27000.0
3515,Russian Federation,Area harvested,ha,2012,27000.0
3516,Russian Federation,Area harvested,ha,2013,27000.0
3517,Russian Federation,Area harvested,ha,2014,27700.0
3518,Russian Federation,Area harvested,ha,2015,27000.0
3519,Russian Federation,Area harvested,ha,2016,27190.0
3520,Russian Federation,Area harvested,ha,2017,24075.0
3521,Russian Federation,Area harvested,ha,2018,29648.0
3522,Russian Federation,Area harvested,ha,2019,31122.0
3523,Russian Federation,Yield,hg/ha,1992,120380.0
3524,Russian Federation,Yield,hg/ha,1993,122222.0
3525,Russian Federation,Yield,hg/ha,1994,123626.0
3526,Russian Federation,Yield,hg/ha,1995,119565.0
3527,Russian Federation,Yield,hg/ha,1996,127368.0
3528,Russian Federation,Yield,hg/ha,1997,131579.0
3529,Russian Federation,Yield,hg/ha,1998,130612.0
3530,Russian Federation,Yield,hg/ha,1999,100000.0
3531,Russian Federation,Yield,hg/ha,2000,72727.0
3532,Russian Federation,Yield,hg/ha,2001,64815.0
3533,Russian Federation,Yield,hg/ha,2002,58584.0
3534,Russian Federation,Yield,hg/ha,2003,59431.0
3535,Russian Federation,Yield,hg/ha,2004,62727.0
3536,Russian Federation,Yield,hg/ha,2005,62784.0
3537,Russian Federation,Yield,hg/ha,2006,66374.0
3538,Russian Federation,Yield,hg/ha,2007,68166.0
3539,Russian Federation,Yield,hg/ha,2008,68441.0
3540,Russian Federation,Yield,hg/ha,2009,71154.0
3541,Russian Federation,Yield,hg/ha,2010,63462.0
3542,Russian Federation,Yield,hg/ha,2011,68148.0
3543,Russian Federation,Yield,hg/ha,2012,64444.0
3544,Russian Federation,Yield,hg/ha,2013,69630.0
3545,Russian Federation,Yield,hg/ha,2014,68231.0
3546,Russian Federation,Yield,hg/ha,2015,67407.0
3547,Russian Federation,Yield,hg/ha,2016,66973.0
3548,Russian Federation,Yield,hg/ha,2017,66417.0
3549,Russian Federation,Yield,hg/ha,2018,67121.0
3550,Russian Federation,Yield,hg/ha,2019,67091.0
3551,Russian Federation,Production,tonnes,1992,95100.0
3552,Russian Federation,Production,tonnes,1993,110000.0
3553,Russian Federation,Production,tonnes,1994,112500.0
3554,Russian Federation,Production,tonnes,1995,110000.0
3555,Russian Federation,Production,tonnes,1996,121000.0
3556,Russian Federation,Production,tonnes,1997,125000.0
3557,Russian Federation,Production,tonnes,1998,128000.0
3558,Russian Federation,Production,tonnes,1999,150000.0
3559,Russian Federation,Production,tonnes,2000,160000.0
3560,Russian Federation,Production,tonnes,2001,175000.0
3561,Russian Federation,Production,tonnes,2002,194500.0
3562,Russian Federation,Production,tonnes,2003,198500.0
3563,Russian Federation,Production,tonnes,2004,207000.0
3564,Russian Federation,Production,tonnes,2005,221000.0
3565,Russian Federation,Production,tonnes,2006,227000.0
